"2017/09/22 7:49:32 下午 GMT+8","男","商學院","Year2","wechat微信","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","1","2","缺乏有效的交流平台;语言不通畅;关注不同的话题;文化背景不了解","70","NA","没发生过","","","微信朋友圈","邮件","微信朋友圈","微信朋友圈","熱點討論;上莊資訊;物品交換;交友約伴;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/22 8:00:30 下午 GMT+8","男","工程學院","Year4 or above","wechat微信;weibo微博","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","1","2","缺乏有效的交流平台;关注不同的话题;文化背景不了解","50","10","<1分钟","facebook;微信朋友圈;微博","微博;缺乏一個專業的平臺","facebook;校園微信公眾號（cu轉換器等）;缺乏一個專業的平臺","facebook;校園微信公眾號（cu轉換器等）;缺乏一個專業的平臺","facebook;微信朋友圈;缺乏一個專業的平臺","facebook;微博;缺乏一個專業的平臺","分享動態;上莊資訊;物品交換;交友約伴;學術攻略（交換，選課等）"
"2017/09/26 8:53:34 下午 GMT+8","男","工程學院","Year4 or above","wechat微信","分享生活","內地生","內地","","","","3","2","缺乏有效的交流平台;语言不通畅;文化背景不了解","50","10","没发生过","微信朋友圈","facebook;缺乏一個專業的平臺","微信朋友圈","cpdc","校園微信公眾號（cu轉換器等）","微信朋友圈","交友約伴;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 8:56:53 下午 GMT+8","男","理學院","Year4 or above","wechat微信;whatsapps","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","3","2","缺乏有效的交流平台;语言不通畅;关注不同的话题;文化背景不了解","10","没有丢过。。","没发生过","微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈","招聘咨詢;校园意见反馈;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 8:59:34 下午 GMT+8","女","理學院","Year4 or above","facebook;wechat微信;weibo微博;ins","分享生活","內地生","內地","","","","3","2","缺乏有效的交流平台;文化背景不了解","20","没有经验 8-10","1-5分钟","微信朋友圈","facebook;微信朋友圈;微博","缺乏一個專業的平臺","微信朋友圈;內地生口中;缺乏一個專業的平臺","校園微信公眾號（cu轉換器等）","微信朋友圈;校園微信公眾號（cu轉換器等）","分享動態;熱點討論;上莊資訊;招聘咨詢;交友約伴;校园意见反馈;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 9:01:37 下午 GMT+8","女","商學院","Year1","wechat微信;weibo微博","分享生活;討論校園生活和熱點話題","內地生","內地","","","","4","4","缺乏有效的交流平台;关注不同的话题","15","8","没发生过","微信朋友圈","facebook;微信朋友圈","微信朋友圈","facebook;內地生口中","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈","分享動態;熱點討論;上莊資訊;物品交換;學術攻略（交換，選課等）"
"2017/09/26 9:01:43 下午 GMT+8","女","理學院","Year1","wechat微信;weibo微博;whatsapps","分享生活;討論校園生活和熱點話題;物品交換;交友","內地生","內地","","","","1","2","缺乏有效的交流平台;语言不通畅;关注不同的话题;文化背景不了解","二三十个","十几个","没发生过","微信朋友圈;微博","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈","校園微信公眾號（cu轉換器等）;內地生口中","校園微信公眾號（cu轉換器等）","微信朋友圈","分享動態;熱點討論;上莊資訊;物品交換;招聘咨詢;交友約伴;校园意见反馈;學術攻略（交換，選課等）"
"2017/09/26 9:02:21 下午 GMT+8","男","工程學院","Year2","wechat微信;weibo微博","分享生活","內地生","內地","","","","3","2","语言不通畅;文化背景不了解;对交流不感兴趣","10","10","没发生过","微信朋友圈","facebook;微信朋友圈","微信朋友圈","微信朋友圈;校園微信公眾號（cu轉換器等）;內地生口中;缺乏一個專業的平臺","校園微信公眾號（cu轉換器等）;缺乏一個專業的平臺","微信朋友圈;缺乏一個專業的平臺","熱點討論;招聘咨詢;學術攻略（交換，選課等）"
"2017/09/26 9:04:25 下午 GMT+8","男","理學院","Year4 or above","wechat微信","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","1","1","缺乏有效的交流平台;语言不通畅;关注不同的话题","35","25","5-10分钟","微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈;內地生口中","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈","分享動態;熱點討論;上莊資訊;物品交換;招聘咨詢;交友約伴;校园意见反馈;學術攻略（交換，選課等）"
"2017/09/26 9:05:09 下午 GMT+8","男","理學院","Year2","facebook;wechat微信","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","3","3","语言不通畅;文化背景不了解","50","30","1-5分钟","facebook;微信朋友圈","facebook;微信朋友圈","facebook;微信朋友圈","facebook;微信朋友圈","facebook;微信朋友圈","facebook;微信朋友圈","分享動態;熱點討論;上莊資訊;物品交換;交友約伴;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 9:06:22 下午 GMT+8","女","文學院","Year1","wechat微信","分享生活","內地生","內地","","","","3","3","语言不通畅;文化背景不了解","6","10","没发生过","微博","facebook;微信朋友圈","facebook;微信朋友圈","facebook;微信朋友圈;校園微信公眾號（cu轉換器等）","校園微信公眾號（cu轉換器等）","微信朋友圈","物品交換;交友約伴;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 9:08:55 下午 GMT+8","男","工程學院","Year2","wechat微信","分享生活;交友","內地生","內地","","","","2","2","缺乏有效的交流平台;语言不通畅;关注不同的话题;文化背景不了解","15","15","没发生过","微信朋友圈","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈;校園微信公眾號（cu轉換器等）;內地生口中","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈","分享動態;熱點討論;物品交換;交友約伴;倾诉心情（如树洞、CU Secret）"
"2017/09/26 9:09:07 下午 GMT+8","男","理學院","Year1","wechat微信;ins","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","3","4","语言不通畅","10","10","1-5分钟","微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈","分享動態;熱點討論;校园意见反馈;學術攻略（交換，選課等）"
"2017/09/26 9:09:44 下午 GMT+8","男","理學院","Year3","wechat微信","分享生活","內地生","內地","","","","3","3","缺乏有效的交流平台","20","未有相关经验","没发生过","facebook;微信朋友圈","facebook;微信朋友圈","facebook","facebook;微信朋友圈;內地生口中","校園微信公眾號（cu轉換器等）","微信朋友圈","分享動態;熱點討論"
"2017/09/26 9:10:16 下午 GMT+8","男","社科學院","Year1","qq  为什么无视qq？？？？","分享生活;討論校園生活和熱點話題;交友;撩妹","...小学初中高中同学","內地","","","","1","1","缺乏有效的交流平台;语言不通畅;对交流不感兴趣","20-30","5-10","没发生过","微信朋友圈","我可以说面基吗","我可以继续说面基吗","缺乏一個專業的平臺","校園微信公眾號（cu轉換器等）","缺乏一個專業的平臺","没什么必要吧"
"2017/09/26 9:13:30 下午 GMT+8","男","理學院","Year1","wechat微信","分享生活;討論校園生活和熱點話題;交友","內地生","香港","5","2","语言不通畅","","","","","","","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈;校園微信公眾號（cu轉換器等）","facebook;微信朋友圈;校園微信公眾號（cu轉換器等）;內地生口中;local同學口中","缺乏一個專業的平臺","缺乏一個專業的平臺","分享動態;熱點討論;物品交換;交友約伴;校园意见反馈;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 9:14:22 下午 GMT+8","男","工程學院","Year4 or above","wechat微信","分享生活","內地生","內地","","","","3","3","对交流不感兴趣","10个左右","没丢过 估计最多二三十","1-5分钟","微信朋友圈","缺乏一個專業的平臺","面谈","学校及公司官方渠道","校園微信公眾號（cu轉換器等）","缺乏一個專業的平臺","物品交換;交友約伴;校园意见反馈;倾诉心情（如树洞、CU Secret）"
"2017/09/26 9:15:16 下午 GMT+8","女","理學院","Year1","wechat微信","分享生活","內地生","內地","","","","3","3","缺乏有效的交流平台;语言不通畅;关注不同的话题;文化背景不了解","5","10","没发生过","微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈","分享動態;物品交換;招聘咨詢;學術攻略（交換，選課等）"
"2017/09/26 9:20:36 下午 GMT+8","男","理學院","Year3","wechat微信;weibo微博","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","4","3","语言不通畅;关注不同的话题;文化背景不了解","30","50","1-5分钟","facebook;微信朋友圈","facebook;微信朋友圈","微信朋友圈","facebook;微信朋友圈;校園微信公眾號（cu轉換器等）;內地生口中","facebook;微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈;校園微信公眾號（cu轉換器等）","分享動態;熱點討論;交友約伴;校园意见反馈;倾诉心情（如树洞、CU Secret）"
"2017/09/26 9:23:02 下午 GMT+8","女","商學院","Year4 or above","wechat微信;weibo微博","分享生活;討論校園生活和熱點話題;求職，招聘信息;交友","內地生","內地","","","","1","1","缺乏有效的交流平台;语言不通畅;关注不同的话题;文化背景不了解","20","15","没发生过","微信朋友圈","缺乏一個專業的平臺","微信朋友圈","微信朋友圈;內地生口中;缺乏一個專業的平臺","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈","招聘咨詢;學術攻略（交換，選課等）"
"2017/09/26 9:32:12 下午 GMT+8","女","商學院","Year4 or above","wechat微信;weibo微博","分享生活;交友;获得实时消息","內地生","內地","","","","3","2","缺乏有效的交流平台;关注不同的话题;对交流不感兴趣","8","15","没发生过","微信朋友圈","缺乏一個專業的平臺","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈;校園微信公眾號（cu轉換器等）;微博;內地生口中","校園微信公眾號（cu轉換器等）","微信朋友圈","分享動態;物品交換;招聘咨詢;交友約伴;校园意见反馈;學術攻略（交換，選課等）"
"2017/09/26 9:36:46 下午 GMT+8","女","商學院","Year4 or above","facebook;wechat微信;weibo微博;ins;whatsapps","分享生活;討論校園生活和熱點話題","內地生","內地","","","","1","1","缺乏有效的交流平台;语言不通畅;关注不同的话题","11","15","没发生过","微信朋友圈;微博","微信朋友圈;缺乏一個專業的平臺","微信朋友圈;微博","微信朋友圈;微博;內地生口中;缺乏一個專業的平臺","缺乏一個專業的平臺","缺乏一個專業的平臺","分享動態;物品交換;招聘咨詢;交友約伴;校园意见反馈;學術攻略（交換，選課等）"
"2017/09/26 9:37:35 下午 GMT+8","女","社科學院","Year1","facebook;wechat微信;weibo微博","分享生活;討論校園生活和熱點話題","內地生","內地","","","","2","3","缺乏有效的交流平台;语言不通畅;对交流不感兴趣","30","30","没发生过","微信朋友圈","微信朋友圈","微信朋友圈;校園微信公眾號（cu轉換器等）;微博","微信朋友圈;校園微信公眾號（cu轉換器等）;內地生口中","微信朋友圈;校園微信公眾號（cu轉換器等）;微博","微信朋友圈;校園微信公眾號（cu轉換器等）","分享動態;熱點討論;上莊資訊;物品交換;招聘咨詢;交友約伴;校园意见反馈;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 9:40:45 下午 GMT+8","男","理學院","Year4 or above","wechat微信","分享生活;嘿嘿嘿","內地生","內地","","","","2","4","对交流不感兴趣;階級壁壘","300？","30","<1分钟","facebook","缺乏一個專業的平臺","off record","mass mail","不發布","不發布","On campus hook up"
"2017/09/26 9:42:13 下午 GMT+8","女","理學院","Year4 or above","facebook;wechat微信;weibo微博","分享生活;交友","內地生","內地","","","","4","3","缺乏有效的交流平台;语言不通畅;关注不同的话题;文化背景不了解;对交流不感兴趣","20","30","<1分钟","微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈;校園微信公眾號（cu轉換器等）;內地生口中","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈","熱點討論;上莊資訊;物品交換;招聘咨詢;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 9:43:09 下午 GMT+8","男","工程學院","Year1","wechat微信","討論校園生活和熱點話題;交友","內地生","內地","","","","3","4","语言不通畅","20","50","没发生过","微信朋友圈","微信朋友圈","facebook","內地生口中","微信朋友圈","微信朋友圈","交友約伴;學術攻略（交換，選課等）"
"2017/09/26 9:44:04 下午 GMT+8","男","工程學院","Year4 or above","facebook;wechat微信;weibo微博","分享生活;討論校園生活和熱點話題","內地生","內地","","","","3","4","关注不同的话题;文化背景不了解;对交流不感兴趣","100","10","5-10分钟","微信朋友圈","facebook;微信朋友圈;校園微信公眾號（cu轉換器等）;微博","微信朋友圈;缺乏一個專業的平臺","微信朋友圈;內地生口中","校園微信公眾號（cu轉換器等）","微信朋友圈;校園微信公眾號（cu轉換器等）","分享動態;熱點討論;上莊資訊;物品交換;校园意见反馈;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 10:00:34 下午 GMT+8","男","工程學院","Year1","wechat微信","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","4","4","缺乏有效的交流平台;语言不通畅;关注不同的话题;文化背景不了解;对交流不感兴趣","30","50","<1分钟","微信朋友圈","微信朋友圈","facebook;微信朋友圈;校園微信公眾號（cu轉換器等）;微博","微信朋友圈;校園微信公眾號（cu轉換器等）;微博;內地生口中","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈","分享動態;上莊資訊;物品交換;交友約伴;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 10:03:26 下午 GMT+8","男","理學院","Year4 or above","facebook;twitter;wechat微信;ins;whatsapps;telegram","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","4","3","我也不造啊我觉得很通畅啊","20","没有经验","没发生过","facebook;微信朋友圈;校園微信公眾號（cu轉換器等）","facebook","facebook;微信朋友圈;校園微信公眾號（cu轉換器等）","facebook;微信朋友圈","facebook;微信朋友圈;校園微信公眾號（cu轉換器等）","没有","分享動態;熱點討論;上莊資訊;物品交換;招聘咨詢;交友約伴;校园意见反馈;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 10:18:49 下午 GMT+8","女","商學院","Year4 or above","wechat微信","討論校園生活和熱點話題;交友","內地生","內地","","","","2","1","缺乏有效的交流平台","10","15","没发生过","微信朋友圈","缺乏一個專業的平臺","缺乏一個專業的平臺","邮箱，学校网页","校園微信公眾號（cu轉換器等）","微信朋友圈","熱點討論;物品交換;招聘咨詢;交友約伴;校园意见反馈;學術攻略（交換，選課等）"
"2017/09/26 11:03:26 下午 GMT+8","女","理學院","Year4 or above","wechat微信;weibo微博;whatsapps","分享生活;討論校園生活和熱點話題","內地生","內地","","","","3","2","缺乏有效的交流平台;语言不通畅;关注不同的话题","30","10","1-5分钟","微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈;校園微信公眾號（cu轉換器等）;微博;內地生口中","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈","分享動態;熱點討論;招聘咨詢;學術攻略（交換，選課等）"
"2017/09/26 11:16:53 下午 GMT+8","女","社科學院","Year4 or above","facebook;wechat微信;weibo微博;ins;whatsapps","分享生活;討論校園生活和熱點話題","內地生","內地","","","","2","2","缺乏有效的交流平台;语言不通畅;文化背景不了解","5","10","没发生过","微信朋友圈;微博","缺乏一個專業的平臺","微信朋友圈","缺乏一個專業的平臺","校園微信公眾號（cu轉換器等）","缺乏一個專業的平臺","熱點討論;上莊資訊;物品交換;交友約伴;學術攻略（交換，選課等）"
"2017/09/26 11:17:27 下午 GMT+8","男","工程學院","Year4 or above","wechat微信","基本通訊","內地生","內地","","","","4","2","缺乏有效的交流平台;语言不通畅;关注不同的话题;文化背景不了解;对交流不感兴趣","50","沒丟過不知道","没发生过","微信朋友圈","facebook;微信朋友圈","微信朋友圈;微信群","內地生口中;local同學口中;學系和學校","不交換","從未丟失","熱點討論;上莊資訊;物品交換;招聘咨詢;校园意见反馈;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
"2017/09/26 11:51:37 下午 GMT+8","男","社科學院","Year1","facebook;wechat微信","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","3","3","缺乏有效的交流平台;关注不同的话题;文化背景不了解","10","10","1-5分钟","微信朋友圈","facebook;微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈","分享動態;熱點討論;物品交換;學術攻略（交換，選課等）"
"2017/09/27 8:59:56 上午 GMT+8","男","工程學院","Year4 or above","wechat微信","分享生活","內地生","內地","","","","2","3","对交流不感兴趣","5","30","没发生过","微信朋友圈","缺乏一個專業的平臺","微信朋友圈","学校","微信朋友圈;校園微信公眾號（cu轉換器等）","缺乏一個專業的平臺","物品交換"
"2017/09/27 9:02:26 上午 GMT+8","女","工程學院","Year3","facebook;wechat微信;weibo微博;ins;whatsapps","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","4","2","缺乏有效的交流平台;语言不通畅;关注不同的话题;文化背景不了解;对交流不感兴趣","40","10","<1分钟","微信朋友圈","facebook;微信朋友圈","facebook;微信朋友圈;校園微信公眾號（cu轉換器等）","学校有平台","校園微信公眾號（cu轉換器等）","facebook;微信朋友圈","分享動態;熱點討論;物品交換;招聘咨詢;交友約伴;學術攻略（交換，選課等）"
"2017/09/27 9:03:38 上午 GMT+8","男","工程學院","Year4 or above","wechat微信","聊天","內地生","內地","","","","4","4","关注不同的话题;文化背景不了解;对交流不感兴趣","20","20","没发生过","微信朋友圈","缺乏一個專業的平臺","微信朋友圈;校園微信公眾號（cu轉換器等）","內地生口中;local同學口中;缺乏一個專業的平臺","校園微信公眾號（cu轉換器等）;缺乏一個專業的平臺","微信朋友圈","物品交換;招聘咨詢;學術攻略（交換，選課等）"
"2017/09/27 9:05:55 上午 GMT+8","男","理學院","Year3","wechat微信","交友","內地生","內地","","","","3","3","关注不同的话题","30","10","没发生过","微信朋友圈","缺乏一個專業的平臺","缺乏一個專業的平臺","缺乏一個專業的平臺","校園微信公眾號（cu轉換器等）","校園微信公眾號（cu轉換器等）;微博","熱點討論"
"2017/09/27 9:08:10 上午 GMT+8","女","商學院","Year2","wechat微信;weibo微博","分享生活;交友","內地生","內地","","","","3","2","语言不通畅;关注不同的话题;文化背景不了解","5","25","1-5分钟","微信朋友圈","微信朋友圈","微信朋友圈","微信朋友圈;內地生口中","微信朋友圈","微信朋友圈","物品交換;招聘咨詢;學術攻略（交換，選課等）"
"2017/09/27 9:08:20 上午 GMT+8","女","工程學院","Year2","wechat微信;weibo微博;ins","分享生活;交友","內地生","內地","","","","4","4","文化背景不了解","五六个","没遇到","没发生过","微信朋友圈","微信朋友圈","微信朋友圈","內地生口中","校園微信公眾號（cu轉換器等）","微信朋友圈","學術攻略（交換，選課等）"
"2017/09/27 9:20:41 上午 GMT+8","女","工程學院","Year3","wechat微信","討論校園生活和熱點話題;交友","內地生","內地","","","","2","2","语言不通畅;对交流不感兴趣","10","10","5-10分钟","微信朋友圈","缺乏一個專業的平臺","缺乏一個專業的平臺","缺乏一個專業的平臺","缺乏一個專業的平臺","微信朋友圈","物品交換;學術攻略（交換，選課等）"
"2017/09/27 9:21:43 上午 GMT+8","男","理學院","Year4 or above","wechat微信","分享生活;討論校園生活和熱點話題","內地生","內地","","","","3","3","缺乏有效的交流平台;语言不通畅;关注不同的话题;文化背景不了解;对交流不感兴趣","200","20","1-5分钟","微信朋友圈","微信朋友圈;缺乏一個專業的平臺","微信朋友圈;校園微信公眾號（cu轉換器等）","微信朋友圈;內地生口中","校園微信公眾號（cu轉換器等）","微信朋友圈","没必要"
"2017/09/27 9:25:52 上午 GMT+8","女","文學院","Year2","twitter;wechat微信;weibo微博;whatsapps","分享生活","內地生","內地","","","","4","3","缺乏有效的交流平台;对交流不感兴趣","10","30","1-5分钟","微信朋友圈","缺乏一個專業的平臺","缺乏一個專業的平臺","微信朋友圈;校園微信公眾號（cu轉換器等）;內地生口中;local同學口中","校園微信公眾號（cu轉換器等）","facebook;微信朋友圈;校園微信公眾號（cu轉換器等）","分享動態;物品交換;招聘咨詢;學術攻略（交換，選課等）"
"2017/09/27 9:27:12 上午 GMT+8","男","工程學院","Year4 or above","facebook;wechat微信;weibo微博;ins;whatsapps","分享生活;討論校園生活和熱點話題;交友","內地生","內地","","","","5","4","缺乏有效的交流平台;语言不通畅;文化背景不了解","10","20","1-5分钟","微信朋友圈","facebook;缺乏一個專業的平臺","facebook;微信朋友圈","local同學口中;Pip","facebook;校園微信公眾號（cu轉換器等）","facebook","上莊資訊;招聘咨詢;學術攻略（交換，選課等）"
"2017/09/27 9:28:18 上午 GMT+8","女","工程學院","Year3","wechat微信;weibo微博","分享生活;討論校園生活和熱點話題","內地生","內地","","","","3","3","关注不同的话题;文化背景不了解;对交流不感兴趣","10","15","没发生过","微信朋友圈","facebook;缺乏一個專業的平臺","校園微信公眾號（cu轉換器等）","学校邮件","facebook;校園微信公眾號（cu轉換器等）","微信朋友圈","物品交換;交友約伴;校园意见反馈;學術攻略（交換，選課等）"
"2017/09/27 9:32:17 上午 GMT+8","女","工程學院","Year2","facebook;wechat微信;weibo微博;ins;whatsapps","分享生活;討論校園生活和熱點話題;物品交換;交友","內地生","內地","","","","2","1","缺乏有效的交流平台;语言不通畅;关注不同的话题","10","5","没发生过","微信朋友圈","缺乏一個專業的平臺","facebook;微信朋友圈","email","校園微信公眾號（cu轉換器等）","缺乏一個專業的平臺","熱點討論;物品交換;校园意见反馈;倾诉心情（如树洞、CU Secret）;學術攻略（交換，選課等）"
